origin,dest,passengers,fare,season
MSP,SAF,9.8,300,jkqljghjjri
DAB,ROC,9.8,258,fihkhiesuph
BMI,PHX,9.8,369,ehjnfflptll
BUR,IAD,9.8,357,oonmhndgjjk
CHA,RIC,9.8,297,ijppjgdijon
DTW,MLB,9.8,303,jhjfhoiqqkj
DTW,ELM,9.8,304,kkhpmibhlks
MOB,PIT,9.8,308,okjnjihkijn
BTV,ORF,9.8,265,urpldhfehin
BZN,ORF,9.8,317,Avqfadjhibo
LFT,TPA,9.8,298,okkmmjfkgmm
GSP,MSN,9.8,300,jrmomkbgeko
BFL,SEA,9.8,293,oqnpiohdcik
ECP,GRR,9.8,279,efggdebtzzl
IAD,LIT,9.8,345,ilmokjckjql
DSM,GRR,9.8,265,porsghfgbjn
ATW,MIA,9.8,318,gdgighuvrmf
BGR,MCI,9.8,285,BzBwea57bdj
ITO,PHX,9.8,482,mkjjhplfglo
ABI,LAS,9.8,392,hhkjluhiohj
MGM,PHL,9.8,290,mmkmkifjmjl
CHS,VPS,9.8,259,qokmkf9hlom
ANC,PSP,9.8,436,decmknlquoe
GNV,IND,9.8,343,ljlojkdjkmm
BUR,SAV,9.8,356,yijkihdgnnj
ACV,SEA,9.8,248,gfjgdfaa9IR
ICT,PBI,9.8,352,kghkmkfjmnq
MCI,MSO,9.8,291,ztkpgh9degp
BTV,RIC,9.8,276,smkthiekggm
CAK,DCA,9.8,238,lglyqnceijh
ICT,TUS,9.8,285,fhmonjimngl
PSM,RDU,9.8,88,00000ojwHNR
PBG,PGD,9.8,123,0000000M//a
MTJ,SAT,9.7,284,xjiferllpbh
ELP,GRR,9.7,336,ojfojqhfhko
JAX,PSP,9.7,454,9eegmnpttng
BZN,PSP,9.7,271,99bgkqjwBsd
CMH,SBA,9.7,331,olrmhjdhlim
BOS,PSC,9.7,396,psoqijbchin
MCO,MGM,9.7,344,mgijjlnllkl
CHA,MKE,9.7,282,vonojdbeikn
GSP,TUL,9.7,311,hllokldjilp
CHA,GRR,9.7,286,kqlsljfgiij
GNV,SEA,9.7,423,rolnekcgfkr
BWI,DAB,9.7,300,smglknehlgl
ASE,DCA,9.7,449,trie5nvuu94
AVL,PWM,9.7,259,uzwugc89bdn
DEN,VEL,9.7,86,Cgggjmihjik
COS,TYS,9.7,282,vlmoheeefon
DSM,IAD,9.7,345,qnonhi9bkkq
LBB,PDX,9.7,341,ooonkiefhjl
HSV,MSY,9.7,307,kjlnllfnjlf
ALB,AVL,9.7,261,uusrgeachgl
PIT,RAP,9.7,278,BCwod967bip
BNA,FAY,9.7,284,jtljgifjlkm
PIA,SFO,9.7,351,jnlogrfhgjn
ISP,MIA,9.7,269,/l9a9c9g9eb
BWI,FCA,9.7,401,DEAhbdacbam
PSP,SNA,9.7,364,65bflqmqLpg
AUS,IDA,9.7,357,rlhogjdhkjr
LAS,TWF,9.7,194,d8bb8d9dODI
EWR,GRB,9.7,363,iotmplbcenk
AGS,PIT,9.7,301,klmnggciksn
DSM,MDT,9.7,295,nkltkjddhko
BDL,ICT,9.7,339,ompngodbikn
ANC,CHS,9.6,488,Atihgjadhfs
DAY,SAV,9.6,269,rjlljhejinn
BNA,SDF,9.6,286,ehrqihailrp
JAC,SNA,9.6,369,trklipekdcm
BWI,GPT,9.6,306,pllmimclgin
CHS,CID,9.6,245,rpijgldgino
ABQ,ECP,9.6,294,xijkii9ellu
BUF,TUL,9.6,296,swtpnja8bfl
GSP,MDW,9.6,241,hpojlibfjor
BIL,DCA,9.6,370,qroigf9dltl
DFW,LYH,9.6,377,chkqliagkuv
BIL,SFO,9.6,313,Aolkhnaefkk
DAB,SAN,9.6,354,ilmlmoikiii
BTR,EWR,9.6,294,jlnijnfgoio
PNS,RNO,9.6,355,rlijelgiknn
CRP,OKC,9.6,279,olnnlgdjgmm
JFK,SUN,9.6,588,Bvkefsclna8
DCA,KOA,9.6,561,klgeervqode
SFO,VPS,9.6,406,qnjohidghon
HDN,TPA,9.6,373,b7887FAEN86
FAT,GRR,9.6,338,umrnjfafhgq
GSP,PNS,9.6,277,nlmnhdferkp
ISP,PHX,9.6,298,tppmenceiil
BTR,JAX,9.6,308,kkmjljjllhk
ICT,PIE,9.6,57,//10000000B
OGG,SNA,9.6,356,rEpfmge9emg
DAY,TUS,9.6,345,ilnhkpfijlo
ATL,SCE,9.6,293,ikmrmjdijll
IND,LBB,9.6,316,mlisjljhell
IDA,MCI,9.6,304,qoohkmegfio
LIT,RNO,9.6,331,otoihjeejin
MCI,MFR,9.6,294,poqnfkacgmr
CVG,MHT,9.6,256,wtonkgbcckj
GSO,PWM,9.6,272,stxqheabgfl
HSV,SFB,9.6,36,0000000yW//
BUF,CAE,9.5,240,toplffdiilk
ILM,SMF,9.5,361,rpjkflfgjkn
JAC,PDX,9.5,339,xAwkadekg8i
MCI,RDM,9.5,300,sqrjlkcdgjj
ANC,RSW,9.5,521,Fmicfleijhm
GJT,SAT,9.5,263,nklkipdgjom
CLT,OAK,9.5,294,rjgjlvecljk
LEX,OKC,9.5,321,nlqmkheiklj
CRP,TUL,9.5,297,llmkniejikn
BNA,IDA,9.5,353,qmmoilfidgr
FLL,TRI,9.5,323,higkmomnlih
ABI,PHX,9.5,397,hgekgihqpqp
MOB,RDU,9.5,303,qmjlkngilkf
MSY,OGG,9.5,594,rfejhihndqv
ABI,DFW,9.5,348,lhinjlglnjm
RAP,SFB,9.5,85,//00000000I
BHM,BNA,9.5,232,jkmpmgcjmpk
DTW,MFR,9.5,331,utrpekcdbhm
DEN,MGM,9.5,333,ikjidkglkun
BHM,JAC,9.5,422,Lntg5ljjd7m
SAT,STT,9.5,388,yhb9ehdhxpu
AUS,MOB,9.5,278,ijhqojglhmm
DAY,PNS,9.5,254,qipmjgckinl
CAE,GRR,9.5,273,rmlrijgfgjj
FWA,JAX,9.5,281,skknhjekkjk
BGR,MSY,9.5,339,sqruefbdeio
BOS,GPT,9.5,310,nlqogidfnmj
MLI,SRQ,9.5,165,5986456a//n
CVG,PIT,9.5,297,nmsqghcijik
CPR,DFW,9.5,312,romkkhdfjkn
FLL,FNT,9.5,149,2333256//s4
CRW,LAX,9.5,365,olppmkfegji
PHX,SCE,9.5,377,hjhnmkgplil
CLE,JAN,9.5,324,opqmjjcigim
IAD,PSC,9.5,451,lpmggkehloo
CMH,JAC,9.5,380,Hzwc7dim96n
SLC,TRI,9.5,396,kmnkdlilnim
BWI,MOB,9.5,290,qojigphjgnk
IAH,SCE,9.5,394,hjmkjlhinkp
CLE,FCA,9.5,334,JXAh897c77e
CMH,FCA,9.5,329,KLze8bbcaah
BOI,MSO,9.5,317,ijmkkqgjljk
ICT,PNS,9.5,286,rinnglbhiir
CRW,PHX,9.5,355,kgklkihnpkk
LWS,PDX,9.5,294,vyxA85327qA
CAE,ELP,9.5,341,mljifkjnlkm
BOS,MLI,9.5,295,rsuogm9bdkm
BZN,PNS,9.4,301,skkhemakpkp
PBI,ROA,9.4,307,nhhnmlgimin
IAD,RAP,9.4,330,Cwuhhh77bis
BHM,IAD,9.4,374,kqpnljdgjik
BDL,SGF,9.4,304,qqmthhfdigm
BDL,JFK,9.4,123,nmrwrodadcg
LEX,ORF,9.4,277,lnsnhiceinl
CLT,PHF,9.4,286,jkknjnijgll
BHM,SYR,9.4,296,omipnhfgjmk
GRB,MCI,9.4,331,okookfhkenk
MRY,PHL,9.4,426,ponnlldeein
ABQ,MHT,9.4,308,pnpAij8c9jq
GRR,IAD,9.4,331,qortig9efin
ELP,LIT,9.4,301,hkjkgldonkr
FAT,PSC,9.4,275,nrjpghgljhi
MHK,ORD,9.4,307,nijnpibgmnn
GPT,LGA,9.4,294,kjnmlpiggjl
DTW,MGM,9.4,320,pkjlinfiiko
CID,PNS,9.4,240,qmkkfeepmml
FAT,XNA,9.4,325,tmhoihbeklp
AMA,LAX,9.4,306,rjhoklfihln
EGE,RSW,9.4,422,bb78dxrAHge
EVV,IAH,9.4,347,khkpjkhpkjj
IAD,SBP,9.4,416,mgeqiodjlnp
CVN,DEN,9.4,126,olknlnckihn
SHV,VPS,9.4,126,/Eb7444558F
IAH,MBS,9.4,329,lmkokkgkhkl
CHS,SGF,9.4,283,rnklkjajhnn
KOA,MFR,9.4,371,oqfjiiinnhk
MKE,SBA,9.4,332,rpnpkmbdgkj
LIH,MKE,9.4,476,chhifkssnnl
EGE,MSP,9.4,352,ghff9Isrrbd
AGS,SFO,9.4,466,liikiiehkxo
PIA,SAT,9.4,289,fhioileyljj
BOS,HRL,9.4,262,pmktjmcfghm
RNO,SMF,9.4,315,rpijeigqjij
IND,RAP,9.4,271,wxqwcbab8gt
MHT,SAV,9.4,277,hkjnhhahlAm
GSO,TUS,9.4,325,jgghmojmlsg
ANC,PSC,9.4,348,ypmjhiecdmp
ATW,SNA,9.4,311,kiljiiefcfP
IAD,ILM,9.4,141,M/y8o755668
OGG,PSC,9.4,449,lkdclnpphoi
GEG,LIT,9.4,355,rnnlgkbeijr
BNA,SBN,9.4,281,lqlnjhdlkjl
CVN,DFW,9.4,142,gohknqehoim
BZN,SBA,9.4,252,oplndmgjoif
ONT,STS,9.4,154,23221122F//
PIE,TTN,9.4,57,0000000lXW/
BOI,FAI,9.3,362,zskifidcgft
FAI,STL,9.3,438,KFqabha9han
ELP,GSP,9.3,365,nkomipgigik
CVG,DAB,9.3,278,ponpjfclgjk
EUG,RNO,9.3,257,pkmoimgjjhj
PBI,RNO,9.3,447,ogcdgnjtung
MDT,TUS,9.3,340,ndllhlhkmpl
EUG,SBA,9.3,231,rrjioleiihh
BUR,TYS,9.3,346,kgnjiojioki
JAN,OKC,9.3,276,ilothiejilm
GRB,SAT,9.3,287,rhhmjmigkll
BUF,ECP,9.3,275,jrhgbg7gqHm
BTR,RIC,9.3,296,sgilnleiihq
ONT,ROC,9.3,299,wilnmneegfn
FAY,LAS,9.3,356,llulgliehmk
EWR,MOB,9.3,352,rnjlllfiikg
BUR,MSO,9.3,275,qmnkjpfjihg
BNA,EGE,9.3,371,edc96syICbc
CAK,PHX,9.3,335,ggkgiliooom
BUR,RSW,9.3,360,jecjmtjnlrf
JAN,MKE,9.3,290,txkqgf8hejm
FSD,PIT,9.3,281,mnjvpla8llj
GSP,RNO,9.3,387,rikjeielpnl
ROA,STL,9.3,307,ojmppibkihm
PBI,SBN,9.3,327,nlfgllimolj
BZN,MSN,9.3,289,swsgdflnfbi
BIL,LGA,9.3,351,pxvngheebij
MEM,ROC,9.3,302,nnonlkbclip
LIH,SAT,9.3,544,Bjjgghffhhu
AVL,PVD,9.3,259,rpqsfgaegkn
FAI,SJC,9.3,333,abgftDkttd9
CHO,RSW,9.3,307,ggehnjorpmh
ICT,SJU,9.3,349,klbdklnrljp
BOI,SAV,9.3,373,pijjfieinqr
DSM,FAT,9.3,336,xpjnih9hfiq
GSO,HOU,9.3,258,usmrnmabdke
PIT,SHV,9.3,321,lnqlhlbhlll
DFW,GTF,9.3,351,tkgjkjdgfqs
PIA,TUS,9.3,351,hjjjljpoikj
DAL,JAN,9.3,234,fmkmnojmhhj
CHS,ECP,9.3,289,qmmlgeagkps
MFE,PDX,9.3,264,nkijiojjljk
COS,SJU,9.2,337,mfdikppmlli
MSN,SDF,9.2,289,nnoojedifmp
DEN,EVV,9.2,340,uprkgodeegl
ABI,MCO,9.2,357,lgmhiojmljl
DFW,FAY,9.2,338,joloknhgflk
BTM,DEN,9.2,181,ookijqcegjt
MEM,MSN,9.2,310,oqlphkbfgko
BOI,SGF,9.2,334,sqoojhcbgkn
RNO,XNA,9.2,312,qmklhkigjin
BTR,CLE,9.2,305,zkmmhkdcmkg
BUR,CHS,9.2,364,pghnhmdgnql
ORD,SBN,9.2,259,lkrxofcidij
HRL,MIA,9.2,243,yqfijfhjiik
BIL,SAT,9.2,313,qjjhfmdklhu
IND,JAC,9.2,381,Hxxm6cdhe6l
BUF,XNA,9.2,275,xnsthl8bfgj
CRW,FLL,9.2,289,ggljlikmril
BRL,ORD,9.2,54,sgifmrkjijj
LGA,TRI,9.2,358,nlmpklehhkk
ATL,CHA,9.2,276,iinonldhklm
DLH,RSW,9.2,338,c7cikjjwwzf
ITO,SJC,9.2,345,qmjikrjgiih
BNA,MLB,9.2,324,ljjnlmdjmim
BHM,LGB,9.2,281,yjgjmsdefli
CID,ONT,9.2,295,jlfnmsfgjjo
BOI,GSP,9.2,368,pmpmjhgijil
PDX,SGU,9.2,321,nkimjhjhimo
GPT,IND,9.2,281,qnjkhggkiln
BTR,STL,9.2,283,ilonljeiljm
MSY,TVC,9.2,311,Cuimkigedfi
CWA,PHX,9.2,362,ljjljikpkki
ABQ,GSO,9.2,310,ogmriibfloo
AGS,IND,9.2,285,pkomlkcgfri
HTS,VPS,9.2,71,//521211122
BGR,SEA,9.2,409,vHDsbe658dm
DAL,MTJ,9.1,273,pa9fbIjmO68
ALB,VPS,9.1,283,ergqgg6lhEl
CHO,SLC,9.1,404,qmglilepkkh
DFW,SJT,9.1,360,iimlnmimhjj
ANC,LIT,9.1,527,Dvpfhi9efgm
RDM,SBA,9.1,243,qwnjjjdghhj
MAF,PDX,9.1,291,upqonibcegm
GEG,JNU,9.1,324,rtljfjdfglp
ABE,IAH,9.1,316,inhhkohjljp
EWR,MFR,9.1,395,ouookj9bhjm
SAN,TRI,9.1,367,kkkrhjgkigr
MCO,MRY,9.1,402,kmgknnnhfmk
CMI,SFO,9.1,382,mlhmkjdmjko
RAP,SNA,9.1,299,wtpjfkbbaht
BHM,BOI,9.1,378,pogopmadiln
CHS,JAC,9.1,431,zuoh9ifqedi
DSM,GSO,9.1,260,rokvmgbechp
BIS,LAX,9.1,310,okknmlhhfkl
MSO,STL,9.1,311,Fonkgibbfil
PNS,SAV,9.1,275,sllphgcikmm
EUG,PIT,9.1,327,sptkel9cjkn
LIH,TPA,9.1,572,nkliijjgniq
CID,HNL,9.1,611,lifedsmtngl
BWI,STX,9.1,371,rj8dltktmfg
BIS,SAN,9.1,297,qkilenghmnj
MAF,ONT,9.1,282,xqrkjmddgam
CHA,PVD,9.1,255,nqqqmkecehj
BIL,CLT,9.1,312,uorlkjagbgr
CRP,SLC,9.1,317,nkpidkgliln
CID,SAV,9.1,250,ninoihbimmq
MIA,TVC,9.1,332,pkkjgissjfd
ROC,TUS,9.1,364,jkhmllejsji
AGS,SLC,9.1,495,lhjhhljiiyj
BTV,MYR,9.1,259,ljjnhdclbEo
FCA,FLL,9.1,431,trieanmqiei
STL,TVC,9.1,298,Lzzpacb9ace
LFT,SEA,9.1,371,vqphimbhcho
GSP,XNA,9.1,345,lnjomfdjmkl
HRL,OKC,9.1,216,ukmpkhekdjm
GNV,MSP,9.1,396,ipoookcjjfj
OTZ,PHO,9.1,323,nnifnkdfomn
BWI,MSO,9.1,365,ywnifhacelp
CMH,TYS,9.1,290,opsqgeahgln
ONT,VPS,9.1,353,ulkkjkcgijp
BHM,DSM,9.1,311,nnkqlhdieln
ITO,SFO,9.1,439,iiojenirglm
LGA,STX,9.0,333,lldkdmowsfb
MLI,SLC,9.0,292,nnnnlheflho
JAX,SHV,9.0,291,lmlnlldjihp
MOB,SAT,9.0,284,nkknjgiljni
CHA,OMA,9.0,305,qknooibhekn
BUF,PWM,9.0,250,uGwnedd9dcj
GEG,MSN,9.0,327,qunmhjcedgs
BGR,PBI,9.0,336,pxxpdfccdjl
FLL,LGB,9.0,232,fhdgnskqmnh
EWR,MAF,9.0,339,qnppiphhffe
ASE,CLT,9.0,461,gddd6szPw94
ABQ,AVL,9.0,295,qnrrdiahikk
RIC,SGF,9.0,293,olmmhmdhhmm
ABQ,ELP,9.0,326,gjjohifkqol
FWA,MCI,9.0,311,rknqkeeihnj
BOI,XNA,9.0,323,nnmngkdgflr
CLT,EUG,9.0,383,pqkokmaeemn
DSM,ELP,9.0,285,qmflikhjljn
ICT,RIC,9.0,316,rkjljobfdqp
DFW,TBN,9.0,94,Dgdfkpnfiii
IAD,SCE,9.0,245,hjislkejhnm
SNA,VPS,9.0,398,lqkjjgdjkmq
BOS,HHH,9.0,282,ptedca6boLt
MYR,ONT,9.0,348,tkhmdl8bBjm
EUG,MIA,9.0,342,hlfekssoikg
LAS,LNK,9.0,248,8egbalhfdIQ
ORF,SHV,9.0,284,ungjlichmlm
MSP,MTJ,9.0,253,orojdghsnbi
CMX,ORD,9.0,221,twpnjhehfhe
MCI,TLH,9.0,364,lriijlcjiom
AVL,CMH,9.0,262,omnpmgaifmn
FAR,SNA,9.0,341,sonjihghken
BGR,CLE,9.0,253,tBGAa858bdl
JNU,LAS,9.0,383,njnoejdnknj
BOS,MGM,9.0,323,qplkihgjkkj
BUF,DSM,9.0,283,tvsvge89dgo
JAN,PBI,8.9,330,kienkjknlnk
CID,PBI,8.9,309,gfgmmiitqik
DSM,EYW,8.9,334,ccaemlvwsmh
HPN,SAT,8.9,329,ommnjlfcjlm
BTV,SJU,8.9,364,da7ddjCBtre
BET,OOK,8.9,303,rjolfdeimlo
LBB,ONT,8.9,305,ijnjnmfhhlp
CHO,DTW,8.9,272,mppqiggfhim
OGG,TUL,8.9,580,pgifihmlhhy
CHA,CHS,8.9,322,olnmkhcjmni
PHL,SBP,8.9,394,iognjocbkmw
IAD,ROA,8.9,246,ehnspkbhljp
PVU,SAN,8.9,68,//621331123
ATW,JAX,8.9,285,ojimfkenmkn
FAT,SGF,8.9,338,rlonnmcffki
ABQ,PSC,8.9,318,pmnlgjfeknn
FCA,PIT,8.9,350,KRCe8b7998i
BWI,FAR,8.9,328,omkmgkb9nrq
GRR,OAK,8.9,298,Errmloeaabe
ANC,LGA,8.9,525,hMvjejcbfdm
MGM,ORD,8.9,306,ojmjnggkkkl
ROC,SJC,8.9,377,uylplo7bcdn
FAY,MCO,8.9,274,mkjjkogllli
HSV,OMA,8.9,297,nommiidimil
AMA,PDX,8.9,360,rkphnmcclmk
DSM,OAK,8.9,314,voiihpbajlq
ALB,LEX,8.9,330,CHlnedbabfl
BTR,OKC,8.9,302,iiintggnjlk
OAK,SJC,8.9,36,lhkmlgennmm
IAH,MGM,8.9,306,eedihe986H/
CMH,MDT,8.9,300,lknqkjefkin
MLI,SFO,8.9,366,roomgkdiejo
PIA,SEA,8.9,340,srpkfkedeko
LBB,MDW,8.9,282,nnmnhoaaoln
HDN,SEA,8.9,272,c9ac8tBVv79
CMH,MFE,8.9,298,nkinliajnkp
LIT,OAK,8.9,316,tkhmlqcfgin
MFR,SAT,8.9,297,mijqljffjjq
BNA,GJT,8.9,299,noonhhcgiqk
MLI,PHL,8.9,285,kpolljegfmn
BUR,RIC,8.9,373,ogloilfhmll
EUG,MKE,8.9,309,uxnpiibbdjk
AMA,MSY,8.9,297,gejrikcwljl
KOA,PIT,8.9,564,niiekflnmnn
FAI,PHL,8.9,486,GDrdcl88bcq
LIH,RDM,8.9,425,ekfjignlChj
DEN,HOB,8.9,235,mlmmokhnjff
GSP,LIT,8.9,318,oiloijeikio
MCI,TVC,8.9,300,HFtr9e7aabj
CRP,MAF,8.9,330,mpmqhjekgkk
MYR,SJU,8.9,339,nidegnmxlme
AUS,FAI,8.9,422,rqneflfktbk
GRB,MIA,8.9,342,fidejftynog
PHX,SUN,8.8,295,febdewoyAee
JAN,PDX,8.8,391,vnonhncehji
DSM,MYR,8.8,249,Iwlmda79hlp
BWI,CRP,8.8,322,pmiklqdcjjp
CLT,LBB,8.8,349,lmiomnffhko
HSV,SJC,8.8,389,tnpligegghq
BTR,CVG,8.8,296,onmoimafkkl
MOB,SLC,8.8,369,kliikmhqjmh
COS,SRQ,8.8,298,neglhrioljk
MQT,ORD,8.8,267,pAophhbjcgi
DAY,OMA,8.8,278,lknohggliko
DEN,HPN,8.8,289,opmrggdmhji
LGA,LRD,8.8,302,srnklmbfigj
FAI,TPA,8.8,493,yum7bjgjpcp
DEN,JLN,8.8,200,ynmplkbdjeh
MSO,RDU,8.8,351,Ezhlej9ccho
ILM,SJU,8.8,373,789gltrttug
HHH,IND,8.8,280,ylnvgc79inq
CEZ,DEN,8.8,143,ilj7ileppor
DFW,FSM,8.8,348,mnnpgmhigjj
GSO,RDU,8.8,460,hjkqjianjtl
DAB,STL,8.8,303,tpljgmgkgik
DAL,OKC,8.8,226,9agc9cacCLI
CMH,TLH,8.8,340,hnlqjicimmm
GRR,MFE,8.8,291,khhnhpknkik
BNA,MLI,8.8,273,ikmlhigiloq
CLT,MSO,8.8,338,Doslcibdfhm
MGM,PHX,8.8,376,ifkjojjjlnn
MSN,MYR,8.8,241,mokuie8drok
GEG,XNA,8.8,318,tnklhkaeikr
ATW,SMF,8.8,337,tmrkjfafino
OAJ,TPA,8.8,265,iqpifiejknp
PVD,TUL,8.8,315,tpnqihb9fjs
ORF,SGF,8.8,278,tpmijjdhhjn
BGR,RIC,8.8,260,HGsqc9699fk
ASE,SEA,8.8,370,ptog6mlynb8
AZO,MCO,8.8,303,gelmiimsmlk
CAE,PBI,8.8,342,ilimgghnklr
MHT,SDF,8.8,271,xvsxhh9acdh
HDN,STL,8.7,283,kfb98pFCD76
CID,CLE,8.7,287,mplpkheejln
CLT,LIH,8.7,637,qgefgleknrs
CHO,MCI,8.7,295,oiiqkidjkmm
CRW,MSY,8.7,318,lekplhglmmk
CHA,CMH,8.7,290,kpnolfdilmj
DAY,ONT,8.7,358,snmohjfghlh
EWR,FWA,8.7,307,qupoii9ciho
MDT,XNA,8.7,315,jnplijchmok
PWM,SJU,8.7,337,aaachemGtzj
BTM,SLC,8.7,186,jmkljiglkko
FLL,PIA,8.7,284,gbdflpxsojg
RDM,RDU,8.7,362,pomigneekln
ALB,COS,8.7,287,ypsujka8cel
CMI,DCA,8.7,297,ijhoohikoli
LAS,STT,8.7,396,kifihlkiupi
AMA,MIA,8.7,373,njghgtikijp
EUG,FLL,8.7,328,kiiilqlnjle
ECP,PBI,8.7,331,gffogoipmom
MCI,SBN,8.7,281,kmjqijkkjji
ONT,SRQ,8.7,321,jgbhmvjplim
PDX,ROA,8.7,378,snmskkceego
GUP,PHX,8.7,99,klkijmjlkkk
BTV,BZN,8.7,353,uytkbleegdi
CAE,SYR,8.7,262,mnoqggfigll
HRL,SAT,8.7,206,nmmpligpife
MIA,TRI,8.7,332,jgilmkmlkim
CID,SJU,8.7,361,fd79dkyytln
PWM,TUS,8.7,398,sqsqegcdjkh
PSP,SDF,8.7,352,8bjlkmhostk
MFR,PHL,8.7,350,vspngfbdeln
CRP,IND,8.7,318,rijmhjakmno
BZN,SAV,8.7,359,zjkifjdjnli
BWI,MGM,8.7,299,jlhokrahlln
HRL,RDU,8.7,236,xijflqbfkio
SLC,STT,8.7,534,ia6dllnopvs
BZN,DSM,8.7,247,Arqieqeebej
CHO,SAT,8.7,312,ifjqllhhlpl
BTV,SMF,8.6,384,utsqihbadik
CAE,OMA,8.6,292,tplqdfhjell
COU,PHX,8.6,364,dbfhijkxpqp
BZN,PWM,8.6,358,tyFpdc89bcp
HDN,PHL,8.6,361,ebd9boyTtab
DSM,PWM,8.6,305,DswAcb888ar
MIA,SRQ,8.6,292,5366jqpDwws
BUR,ORF,8.6,357,mmmlitcjiii
DSM,ECP,8.6,281,mhjlkc9kloy
GSO,TUL,8.6,274,orjoihbhiml
AVL,BNA,8.6,303,rjnpekcmjil
GNV,SAN,8.6,420,iehpplgiqkl
IWD,ORD,8.6,121,xpolcpdhjgh
CVG,GRB,8.6,336,kmoDiechfil
COS,PSP,8.6,260,kggkiqjnqhk
BUF,BUR,8.6,305,ottpknaddig
ATW,CLE,8.6,281,mlrnkiehgjn
EWR,FAI,8.6,459,wDochoban8j
FLL,MFE,8.6,279,njfjjsmhpig
GPT,PIT,8.6,295,oklmnkijfhl
IAD,SGF,8.6,312,mkprijcdipm
EVV,TPA,8.6,322,oghghijqnnl
BNA,DRO,8.6,276,lkkrlkbihnn
BOI,LIT,8.6,338,mkmlglhhkko
EYW,MDT,8.6,322,dbcjnnrpnpj
EYW,MEM,8.6,334,vfgggkdlpno
DAY,EWR,8.6,287,lgrpjhfbmon
GSP,TUS,8.6,360,hdjoklhlnol
EYW,ROC,8.6,342,c9bdiknBzph
SAT,TLH,8.6,353,ikilplimjjj
AVL,MEM,8.6,286,npoqmgajhjj
IDA,SAT,8.6,323,phggglgkrlo
BIL,MSY,8.6,312,tjkgjnfflkn
MSO,MSY,8.6,308,rgeldldtmmm
MDT,TUL,8.6,311,njgpmlcfkmr
OGG,SBP,8.6,450,rehjiighnvk
EVV,RSW,8.6,360,ee9kmppsqji
COS,DAY,8.6,312,optedfffjoq
DCA,SBP,8.5,416,oimllmfeglq
TUS,XNA,8.5,286,jgjoqlmniif
MTJ,SEA,8.5,282,ovlfbmhqjfj
BHM,SDF,8.5,328,jjrpjidiknj
ASE,DTW,8.5,413,omlg9iwBs83
LIT,MAF,8.5,315,kkpmhlfiljk
LEX,ONT,8.5,395,nltolnagfkj
AUS,GUC,8.5,363,tnhe5otAu67
CVG,KOA,8.5,618,ocejfpomkjq
AVP,SAN,8.5,364,qoijmnfjilf
MSN,ROC,8.5,275,tlqpmibefim
FAT,SDF,8.5,344,sjpqgh9jhkp
CMH,RAP,8.5,274,ywAob997bgv
GNV,MCI,8.5,327,lkgnnjeomki
ASE,BNA,8.5,428,hlkgbkqCD85
LAS,MLB,8.5,420,mkojhljkhjm
BIL,ONT,8.5,265,qqljkicgiko
ILM,JAX,8.5,322,kglojghjnmn
JAC,MEM,8.5,371,Dpwp6idjj6k
AUS,SGU,8.5,296,eggolidnoro
FAY,PHX,8.5,369,kkikeliilpp
FAI,RDU,8.5,452,zzkacmbgkcr
MAF,MDW,8.5,293,tprkinceegl
BOS,LFT,8.5,352,mlqtijbcgmn
CMH,SGF,8.5,310,rpjuifdflhj
HRL,MKE,8.5,218,njfedihCukd
BET,EMK,8.5,434,pitjkfiikli
BWI,LIH,8.5,575,swkjgldbglm
MDT,TYS,8.5,303,mmpokiehijj
FAT,LIT,8.5,340,pmjmftbhdhu
ECP,TPA,8.5,352,mikkkgjlhrk
BWI,MAF,8.5,300,pjfnkscfohl
BUR,ONT,8.5,1409,kfglkpeiqqj
ATL,SGU,8.5,423,fhonljcgmqp
SBN,TYS,8.5,197,S/cab979baa
COS,OGG,8.5,401,nirmfkinneg
ICT,SDF,8.5,288,limqigdjirn
DCA,FAI,8.5,445,pmibdlktrih
CHA,IND,8.5,283,mnroelhgjij
MFR,STL,8.5,317,xrnmficaggr
IAD,MSO,8.5,393,Ctmkij89jhm
BNA,GPT,8.5,305,rkpqgmdhfli
GSP,HPN,8.5,198,MXeghda7bbd
ANC,IDA,8.5,396,zAkhcibcfgs
STL,TLH,8.5,333,iknlpiejglp
IAD,MSN,8.5,337,lputihddggm
CHS,SBN,8.5,278,omhrlkdhgjp
CMH,MAF,8.5,344,nplnjmbiihn
SLC,SUN,8.5,325,rmllfnkomde
CLE,MOB,8.5,276,smnndgimeni
LFT,SLC,8.5,361,pnljdmdrgkk
AZO,BOS,8.5,246,qmokiifgjim
MRY,SFO,8.5,223,mmkqkhdgjmn
PSC,TUS,8.5,285,eigijkuokmk
BDL,TLH,8.4,348,mlkmgkcnjnn
DFW,DLH,8.4,357,kllknghhlol
EAU,ORD,8.4,159,mmoomkdhfhn
LFT,PIT,8.4,316,okgnllbklnk
SAV,SGF,8.4,282,plnmmgdgiln
FSD,GEG,8.4,288,noonlocdjik
GRR,LIT,8.4,300,pmksikcfhjn
MHT,PIT,8.4,264,psswggadeji
EYW,LAS,8.4,406,iiejjojmnko
MCI,MFE,8.4,292,fghmlnkmnoi
GPT,STL,8.4,269,qoqkfedngko
ORF,RIC,8.4,575,piloikaimip
BUF,ELP,8.4,321,srqqiocccel
DEN,DIK,8.4,224,mknnjofefnn
SBN,SNA,8.4,381,oqirkleggil
