origin,dest,passengers,fare,season
MDT,PVD,4.0,290,inxhmccjnmj
MSY,TLH,4.0,352,fihtogemkol
ABQ,LBB,4.0,289,klhqelenhpk
BOI,CAE,4.0,413,rldlkjchhns
ALB,EWR,4.0,401,Anpuekbbggj
DTW,PIA,4.0,275,inrmiijjmfk
FLG,SNA,4.0,293,kkpikmfoekm
LFT,PBI,4.0,307,lhhioklloij
CHO,SMF,4.0,377,mlsofjbeokm
AEX,CVG,4.0,386,hjknhinlmil
ANC,LFT,4.0,633,zmmkcjchjmj
DTW,EVV,4.0,352,tjthgcgoimh
MKE,PSC,4.0,357,ulmkinciido
BNA,GRK,4.0,327,onlkljejkdq
AVL,JFK,4.0,279,koxwiefakhh
BWI,TRI,4.0,308,nmtpmicdikj
CHS,CRP,4.0,344,tifkjmmbijr
ERI,PHX,4.0,351,tgfeejjlpno
ABQ,MAF,4.0,325,koothhcnemk
BOS,FAY,4.0,287,qqofijjdgml
PWM,SGF,4.0,342,syDEfa568fk
MOT,RSW,4.0,374,ld9hfgtEpmc
CRP,CVG,4.0,334,mkiktjdhmkl
CHS,ROA,4.0,298,lhnrikelfkp
ALB,MLB,4.0,287,ijlghhgrprg
BET,KLG,4.0,255,wkqtlhmej6d
GNV,MSN,4.0,368,riljemdrimj
AMA,SJC,4.0,345,pgilkrfhmkk
GRB,TUL,4.0,337,ollokjeihml
OKC,SGU,4.0,277,mihjmsifklj
BNA,CRW,4.0,312,qktqggajimi
AVL,BGR,4.0,255,EFCza9475bl
FAI,RBY,4.0,202,rsogggeephn
CAK,PDX,4.0,358,lgmokibfknu
JFK,JNU,4.0,534,NJmfaa88hel
BTV,XNA,4.0,305,roAzdj99cco
JFK,MOB,4.0,306,Citohggfcke
CWA,SFO,4.0,380,wqqhdgmbcmo
CHA,ICT,4.0,312,hjjteidmori
LAS,SAF,4.0,292,bbgkjnptqkk
FLG,SMF,4.0,306,ipkqnoeegim
MGM,OMA,4.0,314,ijmhqjanmsg
AZO,FLL,4.0,310,mfflshkpnhi
FAI,OGG,4.0,455,e88jmzFtmd9
LAS,SJT,4.0,469,klkjjljjmim
GFK,RSW,4.0,450,d85ejksJzo9
DSM,MSO,4.0,273,Bypmhfbackh
LBB,RIC,4.0,371,nkknescchoq
AUS,MLB,4.0,357,hgsjnlgkjkk
GTF,SFO,4.0,342,uwnichdnhji
FSM,SEA,4.0,372,xpugelfdhfl
ART,PHL,4.0,276,srlojnce9ml
EUG,TYS,4.0,396,wkmonia8enq
ATW,PWM,4.0,320,zBBidd9cacp
PSP,PWM,4.0,470,abhjigerzBg
ATW,GSO,4.0,289,stkojeahgpi
LYH,MSP,4.0,293,fsimjobdfqu
ORF,STX,4.0,356,kmaalunqojf
CVG,GJT,4.0,285,kkjzkbehfjt
BOI,GRB,4.0,353,mnoophffhjk
ELP,PWM,4.0,359,wktyhfacdfl
BET,TNK,4.0,321,nikkjbfesnt
OAJ,PSP,4.0,398,lEf7edpjjwf
BRO,CLT,4.0,289,mpdnitgejlk
HOU,TRI,4.0,316,smkqlleigjg
BRO,MKE,4.0,260,dhefhihrzvh
CMH,SGU,4.0,368,lklwmeddjln
ECP,FSD,4.0,299,n7hnlifmqku
BHM,HRL,4.0,242,phjgofguffr
ABE,MKE,4.0,319,gsmphmgejin
AVL,ELP,4.0,329,mnidlgfmpkp
ELP,PSC,4.0,336,fpgdjllimpq
ACY,SJU,4.0,189,gAiicylmche
MOT,STL,4.0,298,ojlmkohcgmo
GSO,SGF,4.0,303,mqsqihaehjm
ITH,SEA,4.0,465,ntjrinbdcjs
MKE,MLB,4.0,342,lrjlnhhmkle
DLG,KNW,4.0,138,kpsldlhgmjh
ELP,ROC,4.0,379,okhlhshggjo
ALB,ROA,4.0,300,mnpsfibjeir
MCO,ROW,4.0,327,okefckfolnw
PSP,SRQ,4.0,420,8867mktCKmf
GEG,MFE,4.0,293,hhghfHlqggg
PSP,SUN,4.0,361,9a9ehvvwAla
FAR,TYS,4.0,334,nwrmlddbdkp
ANC,PUW,4.0,385,xCkhfnb7fgo
DEC,ORD,4.0,113,mklioxiiehf
DRO,GEG,4.0,258,rmntllabeoi
COS,FWA,4.0,290,wqspegdfegm
ASE,CMH,4.0,417,qkpg5jyAn97
ASE,CVG,4.0,378,rjld7qnFrc5
AZO,EWR,4.0,265,mjnfkoihnkk
ATL,HLN,4.0,417,sjkkcieglrq
MEM,SBA,4.0,359,moillmdijgq
PIA,PIT,4.0,257,noknnigcgmn
IND,OAJ,4.0,285,yjplhhcblkn
MHT,SJU,4.0,306,78affjuMmyd
CAE,MHT,4.0,288,tlkgimfojii
DLH,PIT,4.0,330,mmsoldbcojn
CMH,MRY,4.0,420,tiijhjbidsu
PDX,PUW,4.0,293,ffkolqlqkjb
BOS,HYA,4.0,174,UIomd788adf
MKE,TRI,4.0,282,vtpkkhdgfke
MCI,MOT,4.0,329,nmipmkdfflq
FWA,SJU,4.0,388,idefdntwsfk
BDL,MLI,4.0,300,uounfgcebir
EUG,RSW,4.0,417,lfd9joptpkj
JAX,SCE,4.0,296,jpjokffjjrj
GSP,MLB,4.0,329,momoghfhllm
FAR,PNS,4.0,325,dfipjhgqtol
DRO,SJC,4.0,282,ttpnhfcbict
CPR,MSP,4.0,301,jnnlmhclhnn
CMI,RDU,3.9,316,ikhmmlcmqim
FAT,FCA,3.9,311,Axlkfebmddo
MSN,TLH,3.9,374,ukikfggijqm
ROA,SJU,3.9,359,ad8crqrqnmp
ANC,VPS,3.9,558,Fvlfgleadep
MDT,ORF,3.9,286,lnsmfhdfmiq
HLN,IAH,3.9,357,ljgfrhflppj
GRR,LBB,3.9,351,uxmjhl9ceip
ABQ,JAC,3.9,298,sown9cesggj
ABQ,LFT,3.9,285,qjmqkhfrbih
ABE,SLC,3.9,451,lrnghldmhgq
ERI,RDU,3.9,286,kkfkkoefols
FLL,SRQ,3.9,307,799bdrvJupd
COS,MGM,3.9,298,twfhgnfgglk
IND,TRI,3.9,311,jktklebihqo
MLB,SLC,3.9,471,olkgcnnonif
IDA,RNO,3.9,313,svknckfndhk
ACV,IAH,3.9,381,yxkjkdcfjhi
COU,PHL,3.9,362,cdfdmmjjlux
EVV,SRQ,3.9,326,regninlplei
MSP,OAJ,3.9,336,sqtkgh8fmhl
HSV,MYR,3.9,267,olnuihaeknj
DAB,GSP,3.9,313,pmimmemlkih
CRP,RIC,3.9,367,pknlolbankl
ANC,STS,3.9,396,tnlmdl8dnrk
BIL,KOA,3.9,467,eb9fkiCutgl
TUL,XWA,3.9,389,qlrmmiehhfl
DAB,LEX,3.9,336,mklksdgmhoi
ANC,GSO,3.9,542,FCqlad96hfq
PHL,SUN,3.9,450,mggf9pzzq6d
DFW,HTS,3.9,309,pnnpkqdgmfd
BFL,OMA,3.9,278,opmmixacejn
AUS,HHH,3.9,294,tondgb8cezz
ORD,SHD,3.9,189,2314110rI+/
ABR,PHX,3.9,429,dejmknorlne
FAY,MEM,3.9,286,silpok9jhim
COS,LFT,3.9,282,Akmmfifcclq
BHM,CRW,3.9,321,qgmlgjhpjkj
BWI,SYR,3.9,353,lprmhhegojj
GRB,SRQ,3.9,335,afcgggbmMzi
JAN,XNA,3.9,318,npohjiglgpg
AVL,SDF,3.9,289,lotpiicjjhi
DSM,ROA,3.9,301,hqoqniaegmo
RAP,SAV,3.9,312,wkkjcialfnu
MRY,PSP,3.9,286,fgdioiuolni
ABQ,TLH,3.9,350,lmjlgmfhsmk
GUM,ROP,3.9,140,zqglijjhheh
MSN,STT,3.9,462,87437jLxLom
ATL,LCH,3.9,282,rimllgglnjg
ACV,DFW,3.9,352,tqmnfiafgol
FSD,MDT,3.9,323,oolgfmbhijw
AZO,IAH,3.9,306,gjcjcedqnyw
JFK,MLB,3.9,247,pnjnlmjgehm
CHS,RDM,3.9,364,mwlldladoml
ABQ,TVC,3.9,304,KAklgbc9ffi
